1704,4.3545008E7
1303,8.2705087E7
1728,8.310472E7
2808,3.8824605E7
5042,3.4289376E7
5248,5.83890245E8
6741,5.9057743E8
1789,5.97109182E8
6008,5.88464166E8
2296,5.09459381E8
5456,5.22945653E8
7978,180413.0
9065,9.336896E7
6240,5.48882423E8
4173,5.41726915E8
299,5.44343465E8
8742,5.56914364E8
5759,5.54517759E8
5822,5.30226123E8
6857,5.22979218E8
2294,4.76053076E8
9839,-1.0
9810,-1.0
7403,154315.0
6025,6.4636469E7
6676,-1.0
6601,-1.0
9651,7.8017615E7
10000,1.32628795E8
1987,201170.0
9480,1.86734295E8
7441,-1.0
1715,3.59142138E8
9789,-1.0
9239,-1.0
381,3.52054112E8
6946,3.48272677E8
2695,3.36447596E8
8660,2.96794233E8
3224,135918.0
5614,166203.0
8492,1.72236095E8
1313,2.64516142E8
4849,2.58653218E8
1062,2.49995173E8
6867,2.3834306E8
4817,2.33284542E8
8751,1.16010418E8
122,119539.0
4284,74296.0
9657,1.91737661E8
8449,2.03021291E8
7498,1.97369542E8
1118,1.84595053E8
2619,1.72877859E8
1248,1.67291338E8
4489,5.9178175E7
4477,1.44492726E8
753,1.44093199E8
3557,1.44290591E8
9667,1.47537294E8
4617,1.24540391E8
1387,1.22898016E8
8948,1.15736934E8
9739,1.16587148E8
5230,1.0921741E8
636,1.14700758E8
3239,1.15391162E8
8479,1.15832549E8
6949,1.16946668E8
6006,1.1620316E8
2833,405891.0
6654,-1.0
2465,9.8783233E7
7275,9.982943E7
3711,1.18537454E8
7726,1.00511453E8
2024,9.9155776E7
7165,1.0063216E8
5569,1.01038383E8
4755,9.5209575E7
8951,8.6030317E7
1610,7.4927182E7
6513,7.1526147E7
9099,5.951626E7
372,66920.0
829,110084.0
8238,64979.0
9669,4.8812767E7
5561,4.3886155E7
8174,4.6993363E7
1744,4.0999787E7
3634,4.1837266E7
7319,4.7943269E7
578,4.0648834E7
6807,5.3028301E7
8808,4.9941913E7
6084,3.8679066E7
1729,8831409.0
4511,3.8468962E7

